Date,Close/Last,Volume,Open,High,Low
12/20/2023,$166.55,10734710,$167.99,$169.41,$166.45
12/19/2023,$168.45,10345690,$166.00,$168.47,$165.55
12/18/2023,$166.23,8469608,$165.92,$167.13,$165.63
12/15/2023,$165.23,20309350,$163.08,$165.28,$162.39
12/14/2023,$163.99,13642990,$161.83,$164.8399,$161.705
12/13/2023,$161.06,12379100,$160.52,$162.03,$159.77
12/12/2023,$160.52,10222980,$159.23,$160.645,$158.88
12/11/2023,$159.10,8093908,$158.52,$159.30,$158.15
12/08/2023,$158.52,7369370,$157.26,$158.78,$156.98
12/07/2023,$156.79,8130874,$156.69,$157.31,$156.15
12/06/2023,$156.31,9366004,$158.84,$159.22,$156.00
12/05/2023,$157.97,9135597,$157.26,$158.50,$156.97
12/04/2023,$157.99,9607465,$156.02,$158.05,$155.88
12/01/2023,$156.84,8916001,$155.82,$157.86,$155.82
11/30/2023,$156.08,9869790,$154.91,$156.13,$154.381
11/29/2023,$154.32,9126053,$154.17,$155.625,$154.00
11/28/2023,$153.54,6582937,$153.22,$153.87,$152.72
11/27/2023,$153.19,6259116,$153.43,$153.53,$152.71
11/24/2023,$153.54,3496941,$153.59,$154.438,$153.275
11/22/2023,$153.33,5175135,$153.41,$153.88,$152.90
11/21/2023,$152.97,7083506,$153.20,$153.63,$152.57
11/20/2023,$153.29,7020349,$152.08,$153.75,$151.92
11/17/2023,$152.82,7814064,$152.20,$152.86,$151.54
11/16/2023,$151.45,8126188,$150.09,$151.525,$150.09
11/15/2023,$149.74,8365296,$148.46,$150.16,$148.46
11/14/2023,$148.44,9927723,$146.68,$149.25,$146.52
11/13/2023,$145.78,6676364,$145.70,$146.25,$145.16
11/10/2023,$146.43,7983935,$144.94,$146.48,$144.0765
11/09/2023,$144.29,7992477,$145.44,$145.6499,$143.70
11/08/2023,$144.72,7618169,$144.11,$144.84,$143.62
11/07/2023,$144.01,6297915,$143.51,$144.2612,$142.82
11/06/2023,$144.08,7625063,$143.17,$144.19,$142.79
11/03/2023,$143.00,9538719,$142.19,$143.77,$141.85
11/02/2023,$141.42,10186180,$140.09,$141.48,$139.23
11/01/2023,$138.94,9432048,$139.25,$140.53,$138.47
10/31/2023,$139.06,9672460,$137.71,$139.24,$137.4728
10/30/2023,$137.42,9855540,$136.44,$138.04,$136.04
10/27/2023,$135.69,17434720,$138.95,$139.10,$135.19
10/26/2023,$140.76,9109431,$139.76,$141.665,$139.43
10/25/2023,$140.40,8242565,$140.57,$141.18,$139.51
10/24/2023,$141.17,8881354,$141.19,$141.73,$140.36
10/23/2023,$141.00,10133410,$142.94,$143.68,$140.73
10/20/2023,$142.95,13332870,$144.57,$145.14,$142.12
10/19/2023,$145.29,11143630,$145.48,$147.02,$144.88
10/18/2023,$145.91,9620257,$146.59,$147.48,$145.37
10/17/2023,$147.53,11482740,$147.57,$149.31,$146.79
10/16/2023,$147.85,12663460,$149.45,$149.52,$146.72
10/13/2023,$148.00,29487200,$148.50,$153.11,$147.84
10/12/2023,$145.81,10484440,$146.30,$146.96,$145.13
10/11/2023,$146.15,8698175,$146.51,$147.23,$145.02
10/10/2023,$145.65,11288770,$145.42,$146.77,$145.28
10/09/2023,$144.77,6964907,$143.66,$145.395,$143.5005
10/06/2023,$145.10,10270620,$142.91,$145.88,$142.14
10/05/2023,$142.90,8576237,$142.04,$143.10,$140.83
10/04/2023,$143.35,8128748,$143.19,$143.47,$141.93
10/03/2023,$142.71,9431118,$143.20,$143.59,$142.355
10/02/2023,$143.77,9170644,$144.83,$145.6223,$142.63
09/29/2023,$145.02,11917830,$148.60,$148.76,$144.86
09/28/2023,$147.59,8868063,$146.28,$148.87,$146.01
09/27/2023,$145.78,6717822,$145.19,$146.09,$144.5115
09/26/2023,$144.93,7468405,$144.60,$145.84,$144.23
09/25/2023,$146.45,7044672,$145.35,$146.52,$143.70
09/22/2023,$145.73,7071975,$147.29,$147.51,$145.19
09/21/2023,$147.14,8053410,$147.58,$148.855,$146.63
09/20/2023,$148.30,7334257,$149.65,$150.25,$148.135
09/19/2023,$148.93,7945606,$149.50,$149.72,$147.21
09/18/2023,$149.12,6512360,$148.16,$149.14,$147.75
09/15/2023,$148.81,19863380,$148.92,$149.7256,$148.31
09/14/2023,$149.25,10034930,$147.84,$149.895,$147.52
09/13/2023,$146.41,8325914,$147.34,$147.70,$145.82
09/12/2023,$146.34,8363165,$144.50,$147.32,$144.05
09/11/2023,$144.46,6854220,$144.75,$145.05,$143.69
09/08/2023,$143.83,7110254,$143.37,$144.12,$142.65
09/07/2023,$143.72,8373738,$144.13,$145.2683,$143.39
09/06/2023,$144.96,8629164,$144.70,$145.54,$144.11
09/05/2023,$145.20,7854739,$147.16,$148.2099,$145.01
09/01/2023,$146.82,7903496,$146.09,$148.08,$145.70
08/31/2023,$146.33,10933940,$148.26,$148.35,$145.96
08/30/2023,$148.16,6277318,$148.62,$149.15,$147.19
08/29/2023,$148.76,6336962,$147.71,$148.85,$147.18
08/28/2023,$147.56,5094201,$147.57,$148.61,$147.13
08/25/2023,$147.05,6695537,$147.28,$148.6199,$145.85
08/24/2023,$147.23,6534026,$147.50,$149.41,$146.9875
08/23/2023,$147.37,7858021,$146.35,$147.585,$145.46
08/22/2023,$146.38,9681972,$149.26,$149.6394,$145.85
08/21/2023,$149.48,8327018,$149.65,$150.105,$148.02
08/18/2023,$148.97,8517460,$147.65,$149.50,$147.4437
08/17/2023,$148.63,9953912,$150.88,$151.2622,$148.40
08/16/2023,$150.19,6978235,$150.60,$150.96,$149.68
08/15/2023,$150.83,10300300,$152.85,$153.2664,$150.2301
08/14/2023,$154.77,5044282,$153.61,$154.9178,$152.92
08/11/2023,$154.45,5180690,$153.03,$154.52,$152.63
08/10/2023,$153.56,5995076,$154.38,$155.44,$153.09
08/09/2023,$153.79,6277813,$155.32,$155.52,$153.47
08/08/2023,$155.88,8623379,$154.32,$155.98,$152.59
08/07/2023,$156.76,7251832,$156.60,$157.70,$156.60
08/04/2023,$156.02,6209397,$156.40,$157.80,$155.695
08/03/2023,$156.35,6087542,$155.00,$156.92,$154.35
08/02/2023,$155.40,8303708,$155.56,$155.69,$153.94
08/01/2023,$157.18,6855682,$157.43,$158.00,$156.15
07/31/2023,$157.96,8894353,$157.18,$159.38,$157.151
07/28/2023,$156.91,9105974,$157.28,$157.60,$156.4401
07/27/2023,$156.02,10778410,$157.77,$158.78,$155.5538
07/26/2023,$157.76,8728593,$156.71,$158.25,$156.275
07/25/2023,$156.82,9944679,$157.30,$157.7198,$155.96
07/24/2023,$158.00,14381430,$154.97,$158.785,$154.73
07/21/2023,$154.95,10636380,$155.80,$156.14,$154.69
07/20/2023,$156.15,9935907,$154.53,$156.59,$154.41
07/19/2023,$154.25,12510000,$152.75,$155.205,$152.22
07/18/2023,$153.66,13491730,$153.38,$154.40,$152.82
07/17/2023,$153.38,17262390,$150.35,$153.75,$150.35
07/14/2023,$149.77,27028430,$151.55,$152.89,$148.41
07/13/2023,$148.87,11234930,$148.70,$149.37,$147.75
07/12/2023,$148.15,11323230,$147.45,$149.87,$147.00
07/11/2023,$147.42,11265590,$146.335,$147.82,$145.705
07/10/2023,$145.15,9100060,$144.50,$145.99,$144.50
07/07/2023,$144.34,8981456,$143.91,$145.8436,$143.00
07/06/2023,$143.21,9714100,$143.02,$143.39,$141.4401
07/05/2023,$144.64,8935519,$144.94,$145.43,$144.36
07/03/2023,$146.61,8021622,$146.19,$147.48,$146.00
06/30/2023,$145.44,14212820,$144.60,$146.00,$143.66
06/29/2023,$143.43,15423230,$140.07,$143.56,$139.85
06/28/2023,$138.59,7558644,$139.16,$139.21,$137.96
06/27/2023,$139.20,8154024,$139.00,$139.84,$138.54
06/26/2023,$139.19,8429727,$138.87,$140.01,$137.69
06/23/2023,$138.85,9919539,$138.54,$139.18,$137.62
06/22/2023,$139.58,10076330,$142.31,$142.60,$138.95
06/21/2023,$142.32,9926459,$142.90,$144.02,$141.691
06/20/2023,$142.53,8431008,$142.61,$143.00,$141.04
06/16/2023,$143.26,13813510,$143.05,$143.965,$142.50
06/15/2023,$143.09,9343096,$140.59,$143.40,$140.03
06/14/2023,$141.49,9068729,$143.00,$143.61,$140.70
06/13/2023,$142.02,7701567,$140.48,$142.87,$140.14
06/12/2023,$141.00,7600196,$141.07,$141.32,$139.76
06/09/2023,$141.01,7253946,$140.35,$141.80,$140.21
06/08/2023,$140.73,7370043,$140.67,$140.89,$139.4807
06/07/2023,$140.69,9281389,$139.55,$141.27,$138.83
06/06/2023,$139.34,9329541,$138.68,$140.10,$138.2066
06/05/2023,$139.09,8511902,$140.11,$139.31,$138.13
06/02/2023,$140.47,12922470,$139.56,$141.48,$139.34
06/01/2023,$137.58,12248090,$136.52,$138.23,$135.445
05/31/2023,$135.71,14219910,$136.73,$136.84,$134.4044
05/30/2023,$137.46,7399867,$136.80,$137.72,$136.02
